Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
residential white pages christchurch nz,92,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,92.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.00208661111719667
how much is an eye test at specsavers nz,52,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,92.0,,52.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0024523026467474455
2degrees status,28,0,0.0,,,,,,,,,,,,,,,,,,17.0,,19.0,,18.0,21.0,,18.0,25.0,,30.0,20.0,,29.0,26.0,,46.0,46.0,,34.0,,26.0,,,,30.0,,28.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.00197007630490205
free food vouchers government nz,14,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,17.0,,13.0,,14.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002155290929415574
new year tauranga,89,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,89.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.00215539544964907
call overseas from nz,90,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,79.0,95.0,,,,,,,,,,,,90.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021750275096301844
0800 number checker,93,0,0.0,,,,,,54.0,,,,63.0,,,,,,,,53.0,,,,,70.0,78.0,,68.0,64.0,,74.0,,,,,,,,,,,,,,91.0,,,93.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.00204892103854561
what is supported living payment,54,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,45.0,68.0,,74.0,,51.0,,65.0,,,,,54.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002323054030945616
half-price public transport nz,64,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,56.0,,,,64.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021705372331991676
transport repairs christchurch,91,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,94.0,,92.0,,,,,,,,,90.0,,91.0,,91.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020987540856863217
changing banks nz,22,0,0.0,,,34.0,,24.0,,,17.0,,18.0,,,15.0,,15.0,,16.0,16.0,,,,,,,,,,,,,18.0,,16.0,,21.0,,,,29.0,,18.0,,20.0,,22.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019790588811547665
gets new zealand,82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,51.0,,67.0,,82.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002125689935800402
wanganui facebook,56,0,0.0,,,,,61.0,,72.0,59.0,,,45.0,,,48.0,48.0,,44.0,,,52.0,,48.0,55.0,,,,53.0,53.0,,77.0,87.0,,,87.0,,84.0,,55.0,,53.0,,62.0,,73.0,,56.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019797825569470465
cheap fridge freezer nz,46,0,0.0,,80.0,,,49.0,,46.0,61.0,,,57.0,,,72.0,,69.0,59.0,,73.0,82.0,,86.0,,89.0,64.0,,65.0,66.0,,71.0,59.0,,56.0,,,58.0,,63.0,,54.0,,46.0,,46.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021477625315785946
bond grant,3,0,0.0,,,7.0,,,8.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,6.0,,5.0,,5.0,,3.0,,3.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002030327859780649
auckland nz university,90,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,90.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0024685868462616467
supported living payment,41,0,0.0,,,,,23.0,22.0,,27.0,,,24.0,,23.0,,24.0,,20.0,,28.0,23.0,,18.0,16.0,,36.0,27.0,,27.0,34.0,,33.0,,44.0,37.0,,50.0,,52.0,,32.0,,40.0,,37.0,,41.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002152020104954564
change change,57,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,39.0,,,,29.0,,49.0,,59.0,,57.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0016577133547780812
citizenship by grant nz,62,0,0.0,,,58.0,,37.0,,,36.0,,80.0,,,42.0,,47.0,,41.0,36.0,,39.0,,,,,,,,54.0,,60.0,,,43.0,58.0,,65.0,,55.0,,47.0,,95.0,,45.0,,62.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002170770193175623
formats of reports,86,0,0.0,,,,,83.0,,66.0,,,,44.0,,,,,,,,,,43.0,,,25.0,,37.0,,,,,,,,,,,,,,,96.0,,99.0,,,86.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019127861412510715
otago.uni dates,31,0,0.0,,,,,,,,,,,,,,,,39.0,,43.0,32.0,,41.0,45.0,,31.0,,42.0,39.0,,37.0,37.0,,45.0,42.0,,40.0,,,,42.0,,41.0,,33.0,,31.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022599801212719534
show weekend 2023,90,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,58.0,,,,83.0,,90.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020984784288323906
bank number anz,73,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022954497010373156
courses aut,22,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,61.0,,,,60.0,,56.0,41.0,,35.0,44.0,,,,,30.0,31.0,,22.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002254114541219917
changing name after marriage nz,50,0,0.0,,,,,14.0,,27.0,,12.0,,,11.0,,,15.0,,15.0,14.0,,17.0,44.0,,44.0,32.0,,41.0,,48.0,,,27.0,33.0,,42.0,,29.0,,,45.0,,,28.0,,26.0,,50.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021400896167136636
mortgage holiday bnz,82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,82.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020972377755679294
meet up wellington,70,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002013126927240546
what network does 2degrees use,93,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,73.0,,,,94.0,,,,,,,,93.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002150955608309535
builder jobs,32,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.001995026716784389
tauranga emergency dentist,50,0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,,34.0,,70.0,,,,,,,,,,,,,,,,,,50.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002150216746635254
free covid test hamilton,79,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,90.0,,,,,,79.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021618236336909797
dentists whangarei,82,0,0.0,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002034930661789979
change account bank,13,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,8.0,,15.0,,,,13.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002213537684987562
career advisors,88,0,0.0,,,,,,63.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,51.0,,27.0,,34.0,35.0,,34.0,,,,,,,88.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0018809373605165117
sends payment,73,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,73.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019229071663905157
enrollment uc,91,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.001973088903024273
living will nz,82,0,0.0,,64.0,,,52.0,,62.0,,49.0,,,47.0,,,81.0,,68.0,86.0,,88.0,63.0,,54.0,,33.0,,63.0,55.0,,69.0,,74.0,61.0,,62.0,,,72.0,,,74.0,,64.0,,,82.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021877733557254587
can nz,19,0,0.0,,,,,,,,,,,,,,,11.0,,7.0,,8.0,7.0,,11.0,19.0,,34.0,,33.0,25.0,,27.0,31.0,,23.0,,22.0,25.0,,35.0,,36.0,,28.0,,27.0,,19.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002345024837933738
uc it support,50,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,50.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002117606889032825
dentist at hospital,76,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,76.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002074596201669416
how to become a new zealand citizen,71,0,0.0,,89.0,,,45.0,,58.0,,82.0,,,,36.0,,20.0,,28.0,30.0,,23.0,,,34.0,,,,,46.0,53.0,,44.0,,47.0,52.0,,71.0,,87.0,,68.0,,77.0,,72.0,,71.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002186029781731144
ece jobs auckland,61,0,0.0,,72.0,,,,,69.0,,,59.0,,,,,,,74.0,,,71.0,65.0,,72.0,,83.0,84.0,,70.0,63.0,,47.0,62.0,,92.0,76.0,,81.0,,83.0,,84.0,,60.0,,61.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002214955158184595
meaning of te,72,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,80.0,,,81.0,,,,82.0,,,,,,,,72.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021066467410467116
cheapest dentist palmerston north,41,0,0.0,,,,,,,,,,,,,71.0,,34.0,,24.0,24.0,,26.0,24.0,,18.0,30.0,,29.0,,26.0,,,38.0,,,,,,,,,,,,,37.0,,41.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021713232409352663
support worker nz,76,0,0.0,,,,,,,,,,,,,,,,,95.0,86.0,,95.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,76.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020665996851940553
buy fridge freezer,68,0,0.0,,44.0,,,31.0,,31.0,,31.0,,,24.0,,,35.0,,19.0,29.0,,36.0,34.0,,36.0,,45.0,34.0,,43.0,,63.0,,,66.0,,88.0,96.0,,82.0,,96.0,,47.0,,,,68.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.001997455670206675
anz go money app,55,0,0.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,67.0,,,70.0,,42.0,51.0,,45.0,42.0,,,,86.0,,,,,,98.0,,55.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022082073265650157
mt hutt closing date 2024,85,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002154203365013264
kinect sign in,12,0,0.0,,,22.0,,18.0,,,,19.0,,5.0,,,5.0,,5.0,,9.0,12.0,,12.0,8.0,,8.0,,,,16.0,29.0,,,,21.0,,34.0,32.0,,14.0,,33.0,,23.0,,23.0,,12.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020223424266336935
midwifery napier,54,0,0.0,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,54.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019189149088603226
dental assistant salary nz,61,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021121311982179552
changing address nz,29,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,24.0,,,,35.0,,30.0,28.0,,22.0,24.0,,28.0,,,38.0,30.0,,29.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002094414110015934
my acc nz,75,0,0.0,,,,,,,,70.0,,,,,71.0,,,,98.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,75.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002166095815272151
dentists nz,93,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021715099505064082
nz payment,42,0,0.0,,,,,69.0,,74.0,91.0,,,62.0,,,72.0,,55.0,,57.0,,,51.0,49.0,,47.0,61.0,,54.0,46.0,,59.0,46.0,,32.0,,32.0,41.0,,59.0,,38.0,,32.0,,38.0,,42.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002405129667501404
aut career,45,0,0.0,,,,,,,,,,,,,,58.0,64.0,,75.0,,,,,59.0,56.0,,,,,,,,,,,,58.0,,,66.0,,55.0,,79.0,,81.0,,45.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002117903265722373
nz post phone number,97,0,0.0,,,,,,,,,,,,,99.0,,,,,,,,,,98.0,,,,85.0,,,,,,91.0,,,,,,,,,,,,,97.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002291465709984858
budgeting news,20,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,13.0,,,,20.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019366473244937974
ministry of education 0800 number,57,0,0.0,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002315398463765722
eye test price nz,31,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,20.0,,21.0,,,,31.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002171355646360907
new plymouth what's on,93,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021800181571218144
nz dentist prices,33,0,0.0,,50.0,,,32.0,,32.0,,57.0,,30.0,,,,,,,,,,,,,28.0,,25.0,,42.0,,28.0,42.0,,35.0,,,,,,,33.0,,,,,,33.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002138649390233155
correspondence courses nz,86,0,0.0,,,,,26.0,,26.0,,30.0,,22.0,,,24.0,,34.0,,41.0,49.0,,48.0,,54.0,47.0,,,,51.0,,62.0,,41.0,,77.0,,,,,,,,,,86.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002012245976753611
how much do you get on pension,59,0,0.0,,,,,53.0,,,,,,,,91.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,95.0,,83.0,,88.0,,84.0,,59.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002389290249940434
go to's meaning,57,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002133478136177657
ir10 financial statement summary,52,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,52.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002022249964587259
napier news facebook today,83,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020774910891333204
master of nursing nz,70,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,88.0,,92.0,,90.0,,94.0,97.0,,69.0,,,100.0,,,,,,,,,,70.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021497227610761576
cheap dentists near me,50,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021971310257675293
vacancies aut,79,0,0.0,,,,,,,,,,,,,,,,61.0,,46.0,55.0,,59.0,,68.0,74.0,,,,,,,,,,,,,,,,,,,,,,79.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021474233968893004
my access org nz,85,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,62.0,,,49.0,,73.0,,85.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002075694878828575
order birth certificate nz,39,0,0.0,,39.0,,,34.0,39.0,,52.0,,,59.0,,,52.0,53.0,,22.0,,33.0,34.0,,51.0,54.0,,53.0,,34.0,32.0,,32.0,31.0,,29.0,,29.0,51.0,,51.0,,48.0,,42.0,,69.0,,39.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020841486228370533
more for you,35,0,0.0,,60.0,,,47.0,,53.0,,42.0,,33.0,,,48.0,,42.0,,44.0,,,,,39.0,41.0,,38.0,34.0,,38.0,37.0,,50.0,48.0,,59.0,,,,57.0,,,,,,35.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020054959176584097
nz test,46,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022350585927574476
mit course,82,0,0.0,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0019426482739869826
