Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
gisborne job vacancies,54,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018106832137965636
job hamilton nz,65,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,65.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0019011516842689926
nz hr jobs,88,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017453312682044811
hamilton dhb jobs,75,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018424688382023128
remote jobs new zealand,79,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,79.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001714346045445218
care jobs nz,56,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0019168247780691268
vacancy for job,64,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,92.0,,,64.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001784190430925021
admin jobs christchurch,29,0,0.0,,,,,,62.0,,,,,,,,,66.0,,65.0,74.0,,,,,,,,,,68.0,,,,,88.0,96.0,,,,,,65.0,,67.0,,,,29.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017910263811390286
night shift jobs christchurch,47,0,0.0,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,53.0,,47.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016560617462597152
part time jobs in christchurch new zealand,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,58.0,,,,57.0,,51.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0019879974484207125
jobs with accommodation nz,78,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,92.0,,75.0,,67.0,,,,,72.0,,,,78.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018107394289318271
job vacancies new plymouth,37,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,37.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001839554155496592
full time jobs wellington,44,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,45.0,,44.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018439305509340472
caregiver jobs in wellington,39,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,39.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018763459613181242
govt jobs chch,56,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,49.0,35.0,,64.0,,95.0,,95.0,,69.0,,62.0,,56.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018451343678835756
sponsored jobs in new zealand,88,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,88.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017830946026255053
northland dhb jobs,69,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001807561560965159
part time jobs tauranga,40,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,41.0,,50.0,,,,,,,,,45.0,,40.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0019101659584844024
counselling jobs new zealand,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,11.0,,,11.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017283264616574363
it jobs in wellington nz,84,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,71.0,,69.0,,84.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001917548857222684
full time jobs new plymouth,41,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,41.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018082242391235014
job vacancies hamilton,90,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,90.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018463729478292994
christchurch nz jobs,48,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0020871119929480224
entry level jobs christchurch,63,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,63.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001750961658660787
otahuhu jobs,85,0,0.0,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,85.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001853109880665396
jobs on west coast,49,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,83.0,,76.0,,45.0,,49.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017333044801558762
it jobs wellington,59,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,91.0,,,,55.0,,44.0,,59.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018136879565538388
nelson marlborough dhb jobs,53,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,53.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017545024498307209
jobs napier,64,0,0.0,,,65.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,79.0,,67.0,,72.0,,64.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001853109880665396
nelson hospital jobs,60,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018004642673051347
nz job search visa,91,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,91.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018317415550304329
accounting jobs in wellington,84,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018091261492133805
part time jobs palmerston north nz,53,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0019177210992618566
it jobs in wellington,68,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,59.0,,,,66.0,,91.0,,,,,,,67.0,,49.0,,68.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001863924363561607
jobs north canterbury,46,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,46.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017633427451091176
new zealand nurse jobs,27,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,75.0,73.0,,,,,,,,,,,,,,24.0,,27.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0019288505044151773
nzqa jobs,35,0,0.0,,84.0,,,,,74.0,,53.0,,,81.0,,,,,72.0,68.0,,79.0,,,,53.0,,82.0,,78.0,84.0,,,88.0,,,,,89.0,,98.0,,76.0,,,,35.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001662967258956994
sponsorship new zealand jobs,44,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,37.0,,44.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018581555191496742
jobs in kapiti coast nz,99,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018077326745167088
jobs canterbury,57,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,58.0,,,72.0,,,,,,60.0,,,,57.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017893439734233433
jobs in nz post,87,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0020464589739097286
jobs whanganui,40,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,52.0,,40.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018375697000938861
jobs in new zealand immigration,80,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018324681600031883
job search waikato,71,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,60.0,87.0,,99.0,,64.0,,73.0,,,,71.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017764396505341401
jobs in bay of plenty,43,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,43.0,50.0,,54.0,,,,61.0,,55.0,,41.0,,43.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018336677736277048
social work jobs chch,44,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,50.0,,44.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001826149840381148
health & safety jobs new zealand,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018245315590921444
jobs in nelson tasman,49,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,54.0,,57.0,76.0,,50.0,,54.0,,47.0,,49.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017735757326838607
jobs marlborough nz,70,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,58.0,56.0,,52.0,,,,,,,,,,,65.0,,70.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018386652876735193
west coast district health board jobs,57,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,57.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018296552798140232
visa sponsored jobs new zealand,66,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017282172582124505
job in hawkes bay,79,0,0.0,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,82.0,,,84.0,,,,,,,,,,,,,,79.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018562951728148293
it jobs wellington new zealand,57,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,89.0,,57.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018196737444350056
bus driving jobs in new zealand,98,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017776166345743968
jobs in wellington cbd,41,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017973009448420969
student jobs in tauranga,97,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018584628499719066
